Date,Budget Profit,Budget COGS,Budget Margin,Budget Sales,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Espresso,Herbal Tea,Tea,Regular,East,South,West,Small Market,Colorado,Connecticut,Florida,Illinois,Iowa,Louisiana,Massachusetts,Missouri,Nevada,New Hampshire,New Mexico,New York,Ohio,Oklahoma,Oregon,Texas,Utah,Washington,Wisconsin
2010-05-01,40.0,30.0,60.0,90.0,32.0,53.0,89.0,36.0,21.0,10.0,838.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,40.0,20.0,50.0,70.0,23.0,42.0,70.0,28.0,19.0,7.0,875.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,40.0,20.0,50.0,70.0,34.0,42.0,75.0,28.0,19.0,7.0,875.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,80.0,80.0,120.0,200.0,56.0,99.0,167.0,68.0,43.0,21.0,445.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-02-01,70.0,70.0,100.0,170.0,65.0,84.0,151.0,58.0,40.0,18.0,331.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-10-01,110.0,90.0,140.0,230.0,83.0,99.0,178.0,68.0,43.0,21.0,438.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-12-01,80.0,80.0,120.0,200.0,86.0,104.0,188.0,72.0,46.0,23.0,461.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-09-01,60.0,110.0,160.0,270.0,16.0,130.0,223.0,93.0,114.0,84.0,692.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-04-01,70.0,110.0,170.0,280.0,25.0,132.0,242.0,95.0,115.0,86.0,554.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-01-01,20.0,40.0,80.0,120.0,8.0,105.0,180.0,75.0,97.0,68.0,522.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-06-01,0.0,30.0,50.0,80.0,-3.0,75.0,128.0,53.0,78.0,48.0,597.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-12-01,-10.0,40.0,50.0,90.0,-3.0,76.0,131.0,55.0,79.0,49.0,627.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-01,10.0,40.0,60.0,100.0,0.0,87.0,160.0,63.0,87.0,57.0,506.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-07-01,0.0,30.0,40.0,70.0,-7.0,66.0,112.0,47.0,66.0,42.0,622.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-01,20.0,50.0,60.0,110.0,18.0,66.0,128.0,54.0,54.0,20.0,301.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-05-01,20.0,50.0,70.0,120.0,22.0,72.0,129.0,58.0,52.0,22.0,338.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-06-01,20.0,50.0,70.0,120.0,25.0,74.0,132.0,59.0,52.0,22.0,377.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-07-01,20.0,50.0,70.0,120.0,25.0,74.0,132.0,59.0,52.0,22.0,403.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-08-01,20.0,60.0,70.0,130.0,28.0,77.0,139.0,63.0,53.0,23.0,397.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-09-01,30.0,60.0,80.0,140.0,34.0,82.0,159.0,67.0,59.0,25.0,391.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-07-01,70.0,80.0,100.0,180.0,77.0,103.0,187.0,86.0,44.0,26.0,1081.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-10-01,80.0,60.0,90.0,150.0,71.0,94.0,185.0,80.0,46.0,24.0,1055.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-12-01,60.0,70.0,100.0,170.0,76.0,96.0,188.0,80.0,45.0,24.0,1079.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-08-01,80.0,70.0,120.0,190.0,75.0,135.0,225.0,90.0,60.0,29.0,1139.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-03-01,120.0,100.0,170.0,270.0,171.0,186.0,329.0,123.0,71.0,40.0,932.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-10-01,130.0,90.0,160.0,250.0,171.0,188.0,334.0,125.0,73.0,41.0,1119.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-01-01,50.0,20.0,50.0,70.0,30.0,51.0,85.0,34.0,21.0,9.0,777.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-03-01,50.0,20.0,50.0,70.0,29.0,49.0,82.0,33.0,20.0,9.0,768.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-09-01,50.0,40.0,60.0,100.0,47.0,71.0,119.0,48.0,24.0,13.0,834.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-01,50.0,20.0,50.0,70.0,47.0,51.0,95.0,34.0,22.0,9.0,777.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-04-01,40.0,30.0,40.0,70.0,45.0,51.0,92.0,35.0,21.0,9.0,776.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-08-01,50.0,40.0,60.0,100.0,62.0,70.0,117.0,48.0,23.0,13.0,839.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-01-01,50.0,40.0,80.0,120.0,70.0,113.0,180.0,67.0,43.0,20.0,400.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-02-01,40.0,40.0,70.0,110.0,66.0,109.0,174.0,65.0,43.0,20.0,372.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-06-01,30.0,30.0,50.0,80.0,41.0,78.0,125.0,47.0,37.0,14.0,371.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-07-01,30.0,20.0,50.0,70.0,40.0,65.0,103.0,39.0,33.0,12.0,380.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-05-01,30.0,20.0,50.0,70.0,27.0,65.0,110.0,45.0,38.0,14.0,410.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-09-01,30.0,30.0,40.0,70.0,31.0,67.0,113.0,46.0,36.0,14.0,454.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-10-01,30.0,20.0,30.0,50.0,31.0,67.0,113.0,46.0,36.0,14.0,449.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010-02-01,40.0,40.0,60.0,100.0,35.0,62.0,110.0,48.0,27.0,15.0,617.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-09-01,30.0,30.0,40.0,70.0,31.0,43.0,81.0,33.0,22.0,10.0,577.0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-01-01,100.0,100.0,130.0,230.0,106.0,107.0,213.0,83.0,41.0,27.0,623.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-01,90.0,60.0,110.0,170.0,125.0,117.0,211.0,81.0,33.0,22.0,441.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-09-01,100.0,90.0,140.0,230.0,86.0,150.0,249.0,99.0,64.0,32.0,798.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-01,70.0,80.0,110.0,190.0,104.0,116.0,224.0,84.0,51.0,26.0,500.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,70.0,80.0,110.0,190.0,86.0,112.0,208.0,83.0,54.0,27.0,575.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,20.0,0.0,20.0,20.0,10.0,29.0,51.0,22.0,19.0,7.0,573.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,50.0,40.0,70.0,110.0,38.0,62.0,105.0,43.0,24.0,12.0,864.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,50.0,40.0,70.0,110.0,41.0,65.0,110.0,45.0,24.0,12.0,885.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,60.0,50.0,80.0,130.0,33.0,60.0,106.0,46.0,27.0,15.0,608.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-08-01,80.0,80.0,110.0,190.0,53.0,87.0,155.0,68.0,34.0,22.0,587.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-12-01,100.0,90.0,130.0,220.0,66.0,104.0,185.0,81.0,38.0,26.0,551.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-01,50.0,50.0,70.0,120.0,43.0,56.0,107.0,44.0,27.0,14.0,618.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-01,50.0,50.0,70.0,120.0,43.0,55.0,104.0,43.0,26.0,14.0,613.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-06-01,50.0,50.0,70.0,120.0,40.0,56.0,98.0,43.0,25.0,14.0,597.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-01,50.0,40.0,60.0,100.0,29.0,48.0,80.0,32.0,19.0,8.0,817.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-01,40.0,40.0,50.0,90.0,27.0,47.0,79.0,32.0,20.0,8.0,813.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-01,50.0,30.0,60.0,90.0,25.0,45.0,75.0,30.0,20.0,8.0,820.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-01,40.0,30.0,50.0,80.0,22.0,42.0,71.0,29.0,20.0,8.0,835.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-06-01,30.0,30.0,40.0,70.0,19.0,36.0,60.0,24.0,17.0,6.0,856.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-01,40.0,20.0,50.0,70.0,16.0,34.0,57.0,23.0,18.0,6.0,868.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-08-01,30.0,20.0,40.0,60.0,16.0,33.0,55.0,22.0,17.0,6.0,865.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-01,40.0,40.0,50.0,90.0,40.0,47.0,84.0,32.0,20.0,8.0,813.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-10-01,60.0,30.0,60.0,90.0,31.0,39.0,70.0,27.0,18.0,7.0,859.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-01,40.0,20.0,40.0,60.0,28.0,48.0,80.0,32.0,20.0,8.0,456.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-01,30.0,10.0,30.0,40.0,13.0,29.0,49.0,20.0,16.0,5.0,464.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-01,30.0,0.0,30.0,30.0,15.0,32.0,53.0,21.0,17.0,5.0,480.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-01,30.0,10.0,30.0,40.0,24.0,32.0,56.0,21.0,16.0,5.0,454.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-01,70.0,70.0,110.0,180.0,67.0,126.0,210.0,84.0,59.0,27.0,651.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-01,70.0,60.0,110.0,170.0,63.0,120.0,200.0,80.0,57.0,26.0,640.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-05-01,80.0,80.0,120.0,200.0,79.0,141.0,235.0,94.0,62.0,31.0,697.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-08-01,100.0,90.0,150.0,240.0,103.0,172.0,286.0,114.0,69.0,37.0,810.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-01,60.0,50.0,80.0,130.0,65.0,123.0,205.0,82.0,58.0,27.0,788.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-12-01,60.0,60.0,110.0,170.0,72.0,133.0,221.0,88.0,61.0,29.0,817.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01,70.0,70.0,110.0,180.0,104.0,126.0,235.0,84.0,62.0,27.0,651.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-01,70.0,60.0,110.0,170.0,93.0,120.0,213.0,80.0,57.0,26.0,640.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-04-01,80.0,70.0,120.0,190.0,110.0,134.0,237.0,88.0,60.0,29.0,653.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-07-01,100.0,90.0,150.0,240.0,142.0,172.0,283.0,114.0,64.0,37.0,822.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-09-01,80.0,80.0,130.0,210.0,129.0,150.0,265.0,99.0,63.0,32.0,798.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-10-01,60.0,50.0,80.0,130.0,96.0,123.0,218.0,82.0,58.0,27.0,788.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-07-01,30.0,50.0,80.0,130.0,19.0,74.0,133.0,59.0,55.0,22.0,403.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-01,50.0,40.0,70.0,110.0,16.0,70.0,126.0,56.0,54.0,21.0,385.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-12-01,20.0,60.0,70.0,130.0,22.0,80.0,145.0,65.0,58.0,24.0,403.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-05-01,20.0,50.0,70.0,120.0,23.0,72.0,129.0,58.0,51.0,22.0,338.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-12-01,20.0,60.0,70.0,130.0,33.0,80.0,155.0,65.0,58.0,24.0,403.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-01,40.0,80.0,130.0,210.0,15.0,128.0,220.0,92.0,113.0,83.0,541.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-01,30.0,90.0,130.0,220.0,17.0,132.0,227.0,95.0,115.0,86.0,532.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-04-01,30.0,90.0,130.0,220.0,16.0,132.0,227.0,95.0,116.0,86.0,554.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-01,40.0,80.0,120.0,200.0,17.0,134.0,230.0,96.0,117.0,87.0,683.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01,30.0,70.0,110.0,180.0,16.0,111.0,213.0,79.0,106.0,72.0,551.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-02-01,40.0,80.0,130.0,210.0,22.0,128.0,234.0,92.0,113.0,83.0,541.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-09-01,40.0,80.0,130.0,210.0,24.0,130.0,238.0,93.0,114.0,84.0,692.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-11-01,20.0,80.0,120.0,200.0,22.0,130.0,239.0,94.0,115.0,85.0,694.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-01-01,70.0,70.0,100.0,170.0,66.0,116.0,200.0,84.0,50.0,26.0,500.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-02-01,70.0,70.0,100.0,170.0,70.0,120.0,206.0,86.0,50.0,26.0,300.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-03-01,80.0,70.0,110.0,180.0,74.0,125.0,214.0,89.0,51.0,27.0,94.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-01-01,70.0,70.0,100.0,170.0,103.0,116.0,224.0,84.0,52.0,26.0,500.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2011-03-01,80.0,70.0,110.0,180.0,110.0,125.0,228.0,89.0,51.0,27.0,94.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2010-10-01,90.0,60.0,110.0,170.0,64.0,123.0,205.0,82.0,59.0,27.0,788.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,80.0,70.0,120.0,190.0,108.0,133.0,236.0,88.0,60.0,29.0,817.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,70.0,60.0,90.0,150.0,58.0,85.0,144.0,59.0,27.0,16.0,842.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-01,60.0,70.0,100.0,170.0,51.0,103.0,180.0,77.0,52.0,25.0,423.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,70.0,80.0,110.0,190.0,58.0,112.0,195.0,83.0,54.0,27.0,575.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,10.0,40.0,40.0,80.0,13.0,67.0,121.0,54.0,54.0,20.0,391.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,50.0,60.0,80.0,140.0,53.0,99.0,182.0,83.0,46.0,25.0,1063.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,30.0,60.0,60.0,120.0,74.0,96.0,188.0,80.0,46.0,24.0,1079.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-01,110.0,80.0,130.0,210.0,106.0,145.0,245.0,100.0,39.0,28.0,822.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,100.0,80.0,120.0,200.0,150.0,139.0,249.0,95.0,38.0,26.0,799.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,60.0,70.0,90.0,160.0,67.0,107.0,190.0,83.0,40.0,27.0,574.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,60.0,70.0,90.0,160.0,101.0,107.0,202.0,83.0,39.0,27.0,613.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,50.0,30.0,60.0,90.0,79.0,79.0,142.0,54.0,26.0,15.0,601.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-01,100.0,90.0,130.0,220.0,127.0,172.0,290.0,118.0,45.0,33.0,930.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-02-01,100.0,80.0,120.0,200.0,157.0,144.0,259.0,99.0,38.0,27.0,766.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-03-01,90.0,70.0,110.0,180.0,135.0,126.0,227.0,87.0,35.0,24.0,756.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-01-01,60.0,40.0,70.0,110.0,84.0,80.0,150.0,54.0,27.0,15.0,456.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-06-01,90.0,80.0,110.0,190.0,137.0,136.0,228.0,94.0,34.0,26.0,562.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-06-01,30.0,30.0,60.0,90.0,20.0,55.0,93.0,38.0,35.0,12.0,414.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-10-01,50.0,30.0,60.0,90.0,28.0,64.0,107.0,43.0,36.0,13.0,419.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010-05-01,20.0,20.0,30.0,50.0,12.0,29.0,49.0,20.0,17.0,5.0,464.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-01,20.0,10.0,30.0,40.0,10.0,26.0,44.0,18.0,16.0,5.0,478.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-01,30.0,20.0,30.0,50.0,15.0,32.0,53.0,21.0,17.0,5.0,480.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-01,0.0,50.0,60.0,110.0,-16.0,61.0,114.0,53.0,77.0,48.0,491.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,0.0,50.0,60.0,110.0,-22.0,61.0,113.0,53.0,72.0,48.0,491.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,20.0,30.0,70.0,100.0,10.0,72.0,110.0,39.0,60.0,36.0,560.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-01,20.0,40.0,50.0,90.0,17.0,65.0,117.0,53.0,49.0,20.0,361.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-01,30.0,20.0,40.0,60.0,16.0,34.0,57.0,23.0,18.0,6.0,868.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-01,40.0,30.0,50.0,80.0,42.0,47.0,84.0,32.0,19.0,8.0,813.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-01,30.0,20.0,40.0,60.0,22.0,34.0,56.0,23.0,17.0,6.0,868.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-01,100.0,130.0,150.0,280.0,82.0,146.0,291.0,145.0,64.0,40.0,1292.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,100.0,140.0,150.0,290.0,115.0,149.0,295.0,149.0,61.0,41.0,1245.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,30.0,70.0,80.0,150.0,23.0,82.0,149.0,67.0,59.0,25.0,391.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
